"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Columbia School District","","2014-2015","Male","Chronically Absent Students","Percent","4.2"
"Columbia School District","","2015-2016","Female","Chronically Absent Students","Percent","4.4"
"Columbia School District","","2015-2016","Male","Chronically Absent Students","Percent","3.3"
"Common Ground High School District","","2011-2012","Female","Chronically Absent Students","Percent","13.6"
"Common Ground High School District","","2011-2012","Male","Chronically Absent Students","Percent","12.2"
"Common Ground High School District","","2012-2013","Female","Chronically Absent Students","Percent","18.8"
"Common Ground High School District","","2012-2013","Male","Chronically Absent Students","Percent","10.6"
"Common Ground High School District","","2013-2014","Female","Chronically Absent Students","Percent","18.3"
"Common Ground High School District","","2013-2014","Male","Chronically Absent Students","Percent","14.9"
"Common Ground High School District","","2014-2015","Female","Chronically Absent Students","Percent","18.9"
"Common Ground High School District","","2014-2015","Male","Chronically Absent Students","Percent","12.5"
"Common Ground High School District","","2015-2016","Female","Chronically Absent Students","Percent","16.9"
"Common Ground High School District","","2015-2016","Male","Chronically Absent Students","Percent","7.8"
"Connecticut","","2011-2012","Female","Chronically Absent Students","Percent","11.0"
"Connecticut","","2011-2012","Male","Chronically Absent Students","Percent","11.1"
"Connecticut","","2012-2013","Female","Chronically Absent Students","Percent","11.4"
"Connecticut","","2012-2013","Male","Chronically Absent Students","Percent","11.6"
"Connecticut","","2013-2014","Female","Chronically Absent Students","Percent","10.8"
"Connecticut","","2013-2014","Male","Chronically Absent Students","Percent","10.8"
"Connecticut","","2014-2015","Female","Chronically Absent Students","Percent","10.6"
"Connecticut","","2014-2015","Male","Chronically Absent Students","Percent","10.7"
"Connecticut","","2015-2016","Female","Chronically Absent Students","Percent","9.5"
"Connecticut","","2015-2016","Male","Chronically Absent Students","Percent","9.7"
"Connecticut Technical High School System","","2011-2012","Female","Chronically Absent Students","Percent","13.3"
"Connecticut Technical High School System","","2011-2012","Male","Chronically Absent Students","Percent","8.3"
"Connecticut Technical High School System","","2012-2013","Female","Chronically Absent Students","Percent","15.1"
"Connecticut Technical High School System","","2012-2013","Male","Chronically Absent Students","Percent","10.2"
"Connecticut Technical High School System","","2013-2014","Female","Chronically Absent Students","Percent","16.2"
"Connecticut Technical High School System","","2013-2014","Male","Chronically Absent Students","Percent","10.8"
"Connecticut Technical High School System","","2014-2015","Female","Chronically Absent Students","Percent","17.5"
"Connecticut Technical High School System","","2014-2015","Male","Chronically Absent Students","Percent","11.2"
"Connecticut Technical High School System","","2015-2016","Female","Chronically Absent Students","Percent","16.8"
"Connecticut Technical High School System","","2015-2016","Male","Chronically Absent Students","Percent","9.9"
"Cooperative Educational Services","","2011-2012","Female","Chronically Absent Students","Percent","16.7"
"Cooperative Educational Services","","2011-2012","Male","Chronically Absent Students","Percent","17.1"
"Cooperative Educational Services","","2012-2013","Female","Chronically Absent Students","Percent","15.8"
"Cooperative Educational Services","","2012-2013","Male","Chronically Absent Students","Percent","20.1"
"Cooperative Educational Services","","2013-2014","Female","Chronically Absent Students","Percent","11.8"
"Cooperative Educational Services","","2013-2014","Male","Chronically Absent Students","Percent","18.2"
"Cooperative Educational Services","","2014-2015","Female","Chronically Absent Students","Percent","15.6"
"Cooperative Educational Services","","2014-2015","Male","Chronically Absent Students","Percent","20.9"
"Cooperative Educational Services","","2015-2016","Female","Chronically Absent Students","Percent","14.2"
"Cooperative Educational Services","","2015-2016","Male","Chronically Absent Students","Percent","17.8"
"Cornwall School District","","2011-2012","Female","Chronically Absent Students","Percent","12.0"
"Cornwall School District","","2011-2012","Male","Chronically Absent Students","Percent","0.0"
"Cornwall School District","","2012-2013","Female","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2012-2013","Male","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2013-2014","Male","Chronically Absent Students","Percent","0.0"
"Cornwall School District","","2014-2015","Female","Chronically Absent Students","Percent","0.0"
"Cornwall School District","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Coventry School District","","2011-2012","Female","Chronically Absent Students","Percent","6.9"
"Coventry School District","","2011-2012","Male","Chronically Absent Students","Percent","5.4"
"Coventry School District","","2012-2013","Female","Chronically Absent Students","Percent","6.2"
"Coventry School District","","2012-2013","Male","Chronically Absent Students","Percent","7.7"
"Coventry School District","","2013-2014","Female","Chronically Absent Students","Percent","4.9"
"Coventry School District","","2013-2014","Male","Chronically Absent Students","Percent","5.9"
"Coventry School District","","2014-2015","Female","Chronically Absent Students","Percent","6.6"
"Coventry School District","","2014-2015","Male","Chronically Absent Students","Percent","7.2"
"Coventry School District","","2015-2016","Female","Chronically Absent Students","Percent","6.0"
"Coventry School District","","2015-2016","Male","Chronically Absent Students","Percent","5.1"
"Cromwell School District","","2011-2012","Female","Chronically Absent Students","Percent","6.2"
"Cromwell School District","","2011-2012","Male","Chronically Absent Students","Percent","6.3"
"Cromwell School District","","2012-2013","Female","Chronically Absent Students","Percent","5.1"
"Cromwell School District","","2012-2013","Male","Chronically Absent Students","Percent","4.2"
"Cromwell School District","","2013-2014","Female","Chronically Absent Students","Percent","5.8"
"Cromwell School District","","2013-2014","Male","Chronically Absent Students","Percent","5.3"
"Cromwell School District","","2014-2015","Female","Chronically Absent Students","Percent","2.9"
"Cromwell School District","","2014-2015","Male","Chronically Absent Students","Percent","3.0"
"Cromwell School District","","2015-2016","Female","Chronically Absent Students","Percent","1.5"
"Cromwell School District","","2015-2016","Male","Chronically Absent Students","Percent","1.9"
"Danbury School District","900118500","2011-2012","Female","Chronically Absent Students","Percent","11.5"
"Danbury School District","900118500","2011-2012","Male","Chronically Absent Students","Percent","13.5"
"Danbury School District","900118500","2012-2013","Female","Chronically Absent Students","Percent","10.1"
"Danbury School District","900118500","2012-2013","Male","Chronically Absent Students","Percent","11.8"
"Danbury School District","900118500","2013-2014","Female","Chronically Absent Students","Percent","5.7"
"Danbury School District","900118500","2013-2014","Male","Chronically Absent Students","Percent","6.4"
"Danbury School District","900118500","2014-2015","Female","Chronically Absent Students","Percent","6.6"
"Danbury School District","900118500","2014-2015","Male","Chronically Absent Students","Percent","7.6"
"Danbury School District","900118500","2015-2016","Female","Chronically Absent Students","Percent","6.8"
"Danbury School District","900118500","2015-2016","Male","Chronically Absent Students","Percent","7.9"
"Darien School District","900118850","2011-2012","Female","Chronically Absent Students","Percent","4.2"
"Darien School District","900118850","2011-2012","Male","Chronically Absent Students","Percent","4.0"
"Darien School District","900118850","2012-2013","Female","Chronically Absent Students","Percent","3.2"
"Darien School District","900118850","2012-2013","Male","Chronically Absent Students","Percent","3.9"
"Darien School District","900118850","2013-2014","Female","Chronically Absent Students","Percent","3.8"
"Darien School District","900118850","2013-2014","Male","Chronically Absent Students","Percent","3.4"
"Darien School District","900118850","2014-2015","Female","Chronically Absent Students","Percent","3.8"
